ID,MW
TD01GL000318,21807.642600000006
TD01GL000319,25213.689200000004
TD01GL000320,97348.5918000005
TD01GL000321,54700.10200000006
TD01GL000322,35014.977200000045
TD01GL000323,61804.80180000008
TD01GL000324,21606.31469999999
TD01GL000325,32913.733800000016
TD01GL000326,36350.16670000003
TD01GL000327,5108.973900000001
TD01GL000328,62247.2235000002
TD01GL000329,33334.73940000002
TD01GL000330,53263.95390000007
TD01GL000331,44918.250700000004
TD01GL000332,49156.33130000014
TD01GL0RAST7,4333.894300000002
TD01GL000333,18499.232799999994
TD01GL000334,16677.081399999977
TD01GL000335,11435.057099999987
TD01GL000336,16975.951099999977
TD01GL000337,16979.827100000002
TD01GL000338,61341.44730000022
TD01GL000339,24324.206899999986
TD01GL000340,5510.571799999999
TD01GL000341,69320.93550000021
TD01GL000342,41568.93730000001
TD01GL000343,31543.35709999999
TD01GL000344,10739.176899999997
TD01GL000345,28302.825200000003
TD01GL000346,49622.29500000013
TD01GL000347,86903.74080000063
TD01GL000348,53805.25010000014
TD01GL000349,47677.152400000115
TD01GL000350,41664.591000000066
TD01GL000351,118901.1406000008
TD01GL000352,17190.232999999986
TD01GL000353,12169.823999999984
TD01GL000354,25468.687799999992
TD01GL000355,72969.85460000037
TD01GL000356,32622.996000000014
TD01GL000357,26759.13709999999
TD01GL000358,12148.711499999987
TD01GL000359,17047.164099999987
TD01GL000360,56369.649300000245
TD01GL000361,91636.82930000042
TD01GL000362,15783.529199999984
TD01GL000363,33307.75490000003
TD01GL000364,10420.74779999999
TD01GL000365,77937.81820000046
TD01GL000366,40445.069700000044
TD01GL000367,40708.158200000005
TD01GL000368,13906.544699999984
TD01GL000369,32750.78210000005
TD01GL000370,27984.756999999998
TD01GL000371,19535.165699999994
TD01GL000372,52755.71980000012
TD01GL000373,6651.6844
TD01GL000374,5940.919799999998
TD01GL000375,51555.92450000007
TD01GL000376,106717.53690000073
TD01GL000377,6849.070499999998
TD01GL000378,33830.81790000004
TD01GL000379,16745.673099999993
TD01GL000380,43035.39250000007
TD01GL000381,26422.88700000001
TD01GL000382,17240.11369999999
TD01GL000383,22569.491700000013
TD01GL000384,43909.641900000104
TD01GL000385,20636.058099999995
TD01GL000386,28442.094999999987
TD01GL000387,26088.771199999996
TD01GL000388,38101.11100000008
TD01GL000389,40729.66090000003
TD01GL000390,44697.29860000005
TD01GL000391,5029.923200000002
TD01GL000392,6522.235099999996
TD01GL000393,30587.05150000001
TD01GL000394,20907.749800000005
TD01GL000395,28882.2567
TD01GL000396,38020.56110000006
TD01GL000397,18815.063799999985
TD01GL000398,20071.5168
TD01GL000399,19547.179099999994
TD01GL000400,19763.191700000007
TD01GL000401,12124.47949999999
TD01GL000402,15640.511899999989
TD01GL000403,28391.65340000003
TD01GL000404,9660.08569999999
TD01GL000405,16045.980599999979
TD01GL000406,42575.10680000012
TD01GL000407,34590.2034
TD01GL000408,4648.209
TD01GL000409,43521.17950000004
TD01GL000410,36137.80700000001
TD01GL000411,20451.052699999993
TD01GL000412,76017.32060000036
TD01GL000413,72896.49060000032
TD01GL000414,45854.48480000011
TD01GL000415,29931.805800000002
TD01GL000416,31449.478399999985
TD01GL000417,56584.71200000006
TD01GL000418,41621.16290000005
TD01GL000419,62486.60580000009
TD01GL000420,102600.16230000064
TD01GL000421,48524.31620000007
TD01GL000422,42198.58930000009
TD01GL0RAST8,3900.272000000001
TD01GL000423,46907.42250000013
TD01GL000424,45236.80460000005
TD01GL000425,13323.648399999984
TD01GL000426,110751.39210000072
TD01GL000427,23328.145600000014
TD01GL000428,32731.90240000002
TD01GL000429,49841.550300000075
TD01GL000430,22525.709499999975
TD01GL000431,15738.001099999985
TD01GL0RAST9,4466.131699999999
TD01GL000432,34237.37720000004
TD01GL000433,53034.239100000115
TD01GL000434,28472.348700000002
TD01GL000435,33574.369699999996
TD01GL000436,36311.708600000005
TD01GL000437,27154.574299999997
TD01GL000438,15432.137599999991
TD01GL000439,22352.868600000016
TD01GL000440,36308.40010000007
TD01GL000441,36266.687900000055
TD01GL000442,20298.88970000001
TD01GL000443,44397.50670000002
TD01GL000444,20065.1375
TD01GL000445,45368.74750000005
TD01GL000446,29090.95060000002
TD01GL000447,49310.13610000006
TD01GL000448,26669.0011
TD01GL000449,4583.317299999999
TD01GL000450,107219.32440000067
TD01GL000451,5231.831499999999
TD01GL000452,26509.843699999998
TD01GL000453,29700.6449
TD01GL000454,9664.069599999993
TD01GL000455,56424.35310000017
TD01GL000456,106701.64060000071
TD01GL000457,24971.805000000015
TD01GL000458,23247.168600000005
TD01GL000459,24979.81460000002
TD01GL000460,47445.25990000006
TD01GL000461,28598.22840000002
TD01GL000462,50621.474700000006
TD01GL000463,9433.664499999995
TD01GL000464,20644.068699999996
TD01GL000465,31622.21220000001
TD01GL000466,13507.517299999985
TD01GL000467,33112.37850000002
TD01GL000468,28404.753999999986
TD01GL000469,47991.14740000006
TD01GL000470,50814.245500000136
TD01GL000471,64364.78040000025
TD01GL000472,45898.33480000008
TD01GL000473,22449.409500000016
TD01GL000474,55898.35230000009
TD01GL000475,89864.63720000061
TD01GL000476,17181.4017
TD01GL000477,48479.85410000012
TD01GL000478,59491.82280000015
TD01GL000479,26915.62900000003
TD01GL000480,33946.744999999995
TD01GL000481,58655.35760000016
TD01GL000482,38903.622600000075
TD01GL000483,56836.63510000015
TD01GL000484,45285.579800000036
TD01GL000485,21528.45109999998
TD01GL000486,14802.365499999982
TD01GL000487,27173.820100000015
TD01GL000488,37739.841600000065
TD01GL000489,24956.86349999998
TD01GL000490,14987.61019999999
TD01GL000491,15090.43259999999
TD01GL000492,48980.31550000009
TD01GL000493,11295.672899999992
TD01GL000494,30687.536799999987
TD01GL000495,17098.11969999999
TD01GL000496,8053.974799999997
TD01GL000497,22893.7842
TD01GL000498,48886.29510000013
TD01GL000499,24655.308900000007
TD01GL000500,37355.769600000014
TD01GL000501,32454.35400000003
TD01GL000502,22746.786099999994
TD01GL000503,31374.734600000018
TD01GL000504,49587.642700000084
TD01GL000505,16380.436199999986
TD01GL000506,47545.1465000001
TD01GL000507,24704.789900000007
TD01GL000508,10786.479999999989
TD01GL000509,6057.979500000003
TD01GL000510,30390.671700000003
TD01GL000511,44866.88860000008
TD01GL000512,16578.719599999975
TD01GL000513,38315.39560000002
TD01GL000514,9725.553199999995
TD01GL000515,19661.364299999994
TD01GL000516,14474.906399999993
TD01GL000517,42582.23650000006
TD01GL000518,37089.88819999999
TD01GL000519,13133.919499999982
TD01GL000520,43551.87660000008
TD01GL000521,103178.07220000059
TD01GL000522,29080.63350000001
TD01GL000523,27705.351300000002
TD01GL000524,31036.883100000006
TD01GL000525,27795.80600000001
TD01GL000526,20719.3003
TD01GL000527,28889.407100000015
TD01GL000528,29822.289700000016
TD01GL000529,42087.75660000009
TD01GL000530,48840.817700000014
TD01GL0RAST10,3906.5166
TD01GL000531,85949.59360000063
TD01GL000532,18795.872200000005
TD01GL000533,36502.21309999999
TD01GL000534,16560.180999999997
TD01GL000535,27197.712600000003
TD01GL000536,45290.95620000012
TD01GL000537,22133.14999999999
TD01GL000538,130831.35640000056
TD01GL000539,35541.996000000014
TD01GL000540,47361.27690000001
TD01GL000541,56315.37080000013
TD01GL000542,48606.33060000009
TD01GL000543,55670.61410000011
TD01GL000544,28600.948100000005
TD01GL000545,4373.011199999999
TD01GL0RAST11,4709.345899999999
TD01GL0RAST12,6400.2255000000005
TD01GL000546,38902.59850000008
TD01GL000547,20113.1772
TD01GL000548,26317.18999999998
TD01GL000549,39012.875000000065
TD01GL000550,16071.808799999999
TD01GL000551,16572.48869999998
TD01GL000552,16321.205199999986
TD01GL000553,41552.28910000001
TD01GL000554,79502.95940000043
TD01GL000555,23023.260200000004
TD01GL000556,24722.586
TD01GL000557,22657.903899999987
TD01GL000558,58739.690200000114
TD01GL000559,44805.3847000001
TD01GL000560,38503.10210000007
TD01GL000561,5844.048499999996
TD01GL000562,18213.043500000007
TD01GL000563,46646.73310000008
TD01GL000564,18256.963299999996
TD01GL000565,37465.32160000002
TD01GL000566,32864.33290000003
TD01GL000567,31906.606100000008
TD01GL000568,16788.8341
TD01GL000569,28674.461399999986
TD01GL000570,60228.13550000015
TD01GL000571,9483.683699999992
TD01GL000572,26953.0545
TD01GL000573,33615.486100000024
TD01GL000574,44762.051500000045
TD01GL000575,4061.8186000000005
TD01GL000576,12337.183099999984
TD01GL000577,108082.45740000086
TD01GL000578,47658.42320000009
TD01GL000579,76993.20470000037
TD01GL000580,53892.43880000019
TD01GL000581,28969.358099999987
TD01GL000582,40693.95520000004
TD01GL000583,14583.584499999988
TD01GL000584,28030.975200000044
TD01GL000585,118039.83680000085
TD01GL000586,54149.32670000003
TD01GL000587,48585.934900000066
TD01GL000588,92690.99110000054
TD01GL000589,16664.811099999988
TD01GL000590,41262.924499999994
TD01GL000591,53477.05510000007
TD01GL000592,39543.72560000002
TD01GL000593,39590.31300000005
TD01GL000594,18599.614299999994
TD01GL000595,7455.4844
TD01GL000596,18822.117399999996
TD01GL000597,4600.228399999999
TD01GL000598,61342.93240000019
TD01GL000599,54240.002000000146
TD01GL000600,31357.899200000018
TD01GL000601,29102.221300000005
TD01GL000602,4670.505600000001
TD01GL000603,53213.543400000126
TD01GL000604,18413.092799999977
TD01GL000605,5558.522099999999
TD01GL000606,29222.407400000026
TD01GL000607,29635.333200000015
TD01GL000608,8395.449299999998
TD01GL000609,15732.579899999986
TD01GL000610,61177.45930000016
TD01GL000611,76088.21530000037
TD01GL000612,45822.1457000001
TD01GL000613,10845.408299999985
TD01GL000614,23048.551000000007
TD01GL000615,36017.37270000006
TD01GL000616,51298.679900000105
TD01GL000617,30530.17690000002
TD01GL000618,50741.44710000002
TD01GL000619,20406.583399999992
TD01GL000620,67788.43840000022
TD01GL000621,25721.08369999999
TD01GL000622,45780.85830000011
TD01GL000623,25203.541900000015
TD01GL000624,28634.45160000001
TD01GL000625,26525.74050000001
TD01GL000626,41446.19370000005
TD01GL000627,39109.00200000012
TD01GL000628,28895.38230000001
TD01GL000629,32993.533500000005
TD01GL000630,45377.55920000006
TD01GL000631,52540.8318000001
TD01GL000632,50229.239400000035
TD01GL000633,7657.4621
TD01GL000634,48698.577700000074
TD01GL000635,34897.39760000001
TD01GL000636,19429.95570000001
TD01GL000637,31335.844300000004
TD01GL000638,40319.66260000004
TD01GL000639,19545.212099999982
TD01GL000640,35128.85070000002
TD01GL000641,29616.076799999984
TD01GL0RAST13,4160.8966
TD01GL0RAST14,8984.8639
TD01GL0RAST15,5074.6511
TD01GL000642,39794.598400000046
TD01GL000643,42812.19660000009
TD01GL000644,4743.354
TD01GL000645,58238.347500000076
TD01GL0RAST16,11625.88399999999
TD01GL000646,116397.82120000086
TD01GL0RAST17,8950.484599999992
TD01GL000647,215274.2611999982
TD01GL000648,6058.924399999998
TD01GL000649,9449.197699999999
TD01GL000650,28551.664799999973
TD01GL000651,32488.416600000048
TD01GL000652,21287.598299999998
TD01GL000653,51566.3499000001
TD01GL000654,42276.87230000002
TD01GL000655,23919.136499999986
TD01GL000656,48444.59400000004
TD01GL000657,40307.771200000025
TD01GL000658,34847.59559999997
TD01GL000659,26908.897399999994
TD01GL000660,44062.62060000001
TD01GL000661,15169.049099999986
TD01GL000662,13660.005999999992
TD01GL000663,42216.1903000001
TD01GL000664,16903.051299999977
TD01GL000665,33515.42020000004
TD01GL000666,28113.89840000002
TD01GL000667,28851.915300000008
TD01GL000668,33677.899700000016
TD01GL000669,67349.25810000024
TD01GL000670,11532.394699999992
TD01GL000671,42427.991900000015
TD01GL000672,38510.25420000005
TD01GL000673,4346.0619
TD01GL0RAST18,7723.108300000001
TD01GL000674,227208.82689999923
TD01GL000675,29069.82270000002
TD01GL000676,12824.494699999994
TD01GL000677,33635.10400000002
TD01GL000678,39341.397100000104
TD01GL000679,20234.94870000001
TD01GL000680,44877.74460000008
TD01GL000681,36968.03070000002
TD01GL000682,39505.196000000025
TD01GL000683,35586.12430000006
TD01GL000684,39694.706300000056
TD01GL000685,49554.03990000008
TD01GL000686,59894.67590000014
TD01GL000687,30077.61230000002
TD01GL000688,35692.347400000035
TD01GL000689,4353.8886999999995
TD01GL000690,58337.90440000011
TD01GL000691,25109.17960000002
TD01GL000692,140740.0577000006
TD01GL000693,23934.5652
TD01GL000694,46579.36490000013
TD01GL000695,31989.039300000004
TD01GL000696,6142.3439
TD01GL000697,11855.271399999992
TD01GL000698,10104.070099999997
TD01GL000699,10299.976599999995
TD01GL000700,5739.650000000001
TD01GL0RAST19,10733.146699999996
TD01GL0RAST20,10879.311399999993
TD01GL000701,5176.859500000001
TD01GL000702,34910.31780000003
TD01GL000703,24344.114499999974
TD01GL000704,5569.428899999999
TD01GL000705,43319.71080000007
TD01GL000706,42540.312800000065
TD01GL000707,31103.433299999993
TD01GL000708,54193.60080000022
TD01GL000709,38875.25520000004
TD01GL000710,32217.881800000046
TD01GL000711,9369.651399999992
TD01GL000712,45504.662100000045
TD01GL000713,29850.02760000002
TD01GL000714,43446.07250000004
TD01GL000715,43169.445200000046
TD01GL000716,25980.56340000002
TD01GL000717,33778.2596
TD01GL000718,18628.849399999992
TD01GL000719,70932.0625000002
TD01GL000720,92524.77280000066
TD01GL000721,38960.85940000003
TD01GL000722,21342.80499999998
TD01GL000723,24681.853300000013
TD01GL000724,19301.715800000005
TD01GL000725,74474.91320000033
TD01GL000726,21329.090900000003
TD01GL000727,39666.21410000006
TD01GL000728,10190.912899999994
TD01GL000729,161639.91670000003
TD01GL000730,52360.5611000001
TD01GL000731,61020.5145000001
TD01GL000732,31192.3756
TD01GL000733,44931.3191
TD01GL000734,4378.029499999999
TD01GL000735,12130.504999999986
TD01GL000736,94149.67270000055
TD01GL000737,18156.354399999993
TD01GL000738,37801.66400000001
TD01GL000739,17679.618699999995
TD01GL000740,96434.42450000062
TD01GL000741,44248.55750000004
TD01GL000742,7034.945500000001
TD01GL000743,37147.31360000002
TD01GL000744,9230.7431
TD01GL000745,65528.58450000017
TD01GL000746,45699.04429999999
TD01GL000747,22496.109100000012
TD01GL000748,15296.403599999998
TD01GL000749,22582.2644
TD01GL000750,24931.770199999995
TD01GL000751,27922.989500000032
TD01GL000752,8863.107499999996
TD01GL000753,18527.770899999978
TD01GL000754,74053.70320000021
TD01GL000755,19913.4833
TD01GL000756,17637.3349
TD01GL000757,45754.14090000016
TD01GL000758,131952.00160000057
TD01GL000759,75152.29650000033
TD01GL000760,75035.08150000033
TD01GL000761,10374.487399999998
TD01GL000762,72377.8956000003
TD01GL000763,15152.215099999983
TD01GL000764,34030.50060000004
TD01GL000765,23087.387199999997
TD01GL000766,29044.655500000008
TD01GL000767,33803.505700000016
TD01GL000768,32854.555200000046
TD01GL000769,25660.2622
TD01GL000770,43581.23930000006
TD01GL000771,48188.514400000066
TD01GL000772,33696.45030000001
TD01GL000773,23847.539400000012
TD01GL000774,26788.90860000001
TD01GL000775,37002.267200000024
TD01GL000776,34226.41080000003
TD01GL000777,31059.53819999999
TD01GL000778,5761.002000000002
TD01GL000779,9788.425299999997
TD01GL000780,49931.507800000116
TD01GL000781,52260.457300000075
TD01GL000782,60022.87130000004
TD01GL000783,32765.52110000005
TD01GL000784,34688.032900000006
TD01GL000785,38322.25170000005
TD01GL0RAST21,6065.858600000001
TD01GL000786,51475.97910000004
TD01GL0RAST22,24166.07950000002
TD01GL000787,60186.28260000014
TD01GL000788,4518.176399999999
TD01GL000789,6679.785799999998
TD01GL000790,15861.605799999988
TD01GL000791,4683.274599999999
TD01GL000792,7541.618399999999
TD01GL000793,25922.44700000002
TD01GL000794,11831.374799999996
TD01GL000795,9005.873199999996
TD01GL000796,6450.329600000002
TD01GL000797,6958.983200000004
TD01GL000798,25922.44700000002
TD01GL000799,31833.09890000001
TD01GL000800,11946.415799999997
TD01GL000801,9057.911299999996
TD01GL000802,42547.94760000001
TD01GL000803,6524.365100000003
TD01GL000804,11223.429699999991
TD01GL0RAST23,7292.838799999998
TD01GL000805,41863.95780000005
TD01GL000806,28521.232099999994
TD01GL000807,18723.882299999994
TD01GL000808,16331.166299999984
TD01GL000809,35101.641
TD01GL000810,27781.73350000001
TD01GL000811,26581.731399999997
TD01GL000812,23292.041000000005
TD01GL000813,38374.860100000034
TD01GL000814,55544.87390000011
TD01GL000815,26154.766700000007
TD01GL000816,35363.739700000035
TD01GL000817,39703.8089
TD01GL000818,20915.286799999987
TD01GL000819,34099.98160000003
TD01GL000820,23459.3096
TD01GL000821,13278.578099999984
TD01GL000822,31413.343300000015
TD01GL000823,10956.177499999989
TD01GL000824,23715.450399999983
TD01GL000825,31094.631500000025
TD01GL000826,64480.784700000164
TD01GL000827,28066.400900000008
TD01GL000828,115362.88220000066
TD01GL000829,29355.070700000022
TD01GL000830,31148.396600000036
TD01GL000831,7305.001400000002
TD01GL000832,4391.99
TD01GL000833,16759.75139999999
TD01GL000834,6449.795399999997
TD01GL000835,74999.27670000042
TD01GL000836,88572.17140000056
TD01GL000837,36352.162899999996
TD01GL000838,13678.639299999983
TD01GL000839,51336.26770000009
TD01GL000840,28454.960400000004
TD01GL000841,30477.23
TD01GL000842,31503.791900000004
TD01GL000843,7277.105700000003
TD01GL000844,20875.488600000008
TD01GL000845,38104.18350000001
TD01GL000846,31804.36769999998
TD01GL000847,28309.15360000002
TD01GL000848,48730.78360000008
TD01GL000849,10253.468099999991
TD01GL0RAST24,5366.353100000001
TD01GL000850,28562.905699999996
TD01GL000851,35762.913900000014
TD01GL000852,69418.59330000034
TD01GL000853,21332.058099999984
